amount,oldbalanceorg,newbalanceorig,oldbalancedest,newbalancedest,isfraud,original_balance_difference,dest_balance_diff,amount_to_origin_ratio,amount_to_dest_ratio,transaction_hour,night_transaction,type_cash_out,type_debit,type_payment,type_transfer
214851.41,8097880.27,8312731.68,939718.63,1517262.16,0,-214851.41000000015,577543.5299999999,0.0265318053990189,0.22863352338399062,1,1,False,False,False,False
54988.56,8312731.68,8367720.25,60870.0,10588885.27,0,-54988.5700000003,10528015.27,0.006614979949048476,0.9033621921768986,1,1,False,False,False,False
62871.06,8367720.25,8430591.3,177707.91,4894.45,0,-62871.050000000745,-172813.46,0.007513522274657512,0.3537867628584295,1,1,False,False,False,False
61150.85,8430591.3,8491742.16,1166393.13,2107965.39,0,-61150.859999999404,941572.2600000002,0.007253446474929169,0.05242726144377973,1,1,False,False,False,False
131409.27,8491742.16,8623151.43,290276.03,265092.36,0,-131409.26999999955,-25183.670000000042,0.015474946371317239,0.45270295758503515,1,1,False,False,False,False
10844.33,8623151.43,8633995.76,42274.0,290772.6,0,-10844.330000000075,248498.59999999998,0.0012575830113210698,0.25651874630396215,1,1,False,False,False,False
2054.84,22195.0,20140.16,0.0,0.0,0,2054.84,0.0,0.09257704090827176,2054.84,1,1,False,False,True,False
313373.56,20140.16,333513.72,2034312.57,971418.91,0,-313373.56,-1062893.6600000001,15.558863541126728,0.1540438822319806,1,1,False,False,False,False
13289.87,333513.72,346803.59,78256.1,0.0,0,-13289.870000000054,-78256.1,0.03984792635239608,0.16982318537231766,1,1,False,False,False,False
27070.11,346803.59,373873.7,70595.0,122750.49,0,-27070.109999999986,52155.490000000005,0.07805580081855318,0.3834510453850077,1,1,False,False,False,False
127954.7,373873.7,501828.4,1590611.34,1254956.07,0,-127954.70000000001,-335655.27,0.34223952570206007,0.08044367366092482,1,1,False,False,False,False
197031.04,501828.4,698859.44,515082.09,16997.22,0,-197031.03999999992,-498084.87,0.3926255416681446,0.38252282753060285,1,1,False,False,False,False
144366.64,698859.44,843226.08,1720939.01,971418.91,0,-144366.64,-749520.1,0.2065743483777677,0.08388824663330363,1,1,False,False,False,False
7965.49,843226.08,851191.57,35100.09,40348.79,0,-7965.489999999991,5248.700000000004,0.009446435235452827,0.22692998992338986,1,1,False,False,False,False
123103.74,851191.57,974295.31,541942.24,46820.71,0,-123103.7400000001,-495121.52999999997,0.14462501710981807,0.22715245972991563,1,1,False,False,False,False
106634.77,974295.31,1080930.07,4963151.39,22190.99,0,-106634.76000000001,-4940960.399999999,0.10944798713237454,0.021485290319687326,1,1,False,False,False,False
74933.22,1080930.07,1155863.3,1312918.22,1412484.09,0,-74933.22999999998,99565.87000000011,0.06932284775568529,0.057073747461782155,1,1,False,False,False,False
120234.99,1155863.3,1276098.29,194026.33,965870.05,0,-120234.98999999999,771843.7200000001,0.10402171777430967,0.6196806913747667,1,1,False,False,False,False
5763.99,1276098.29,1281862.28,24632.95,46462.23,0,-5763.989999999991,21829.280000000002,0.004516882068008986,0.23398561741011895,1,1,False,False,False,False
156922.36,1281862.28,1438784.65,2887756.64,5515763.34,0,-156922.36999999988,2628006.6999999997,0.12241739228227208,0.05434055747143655,1,1,False,False,False,False
162665.98,1438784.65,1601450.63,362164.9,0.0,0,-162665.97999999998,-362164.9,0.11305782762011841,0.44914769722936365,1,1,False,False,False,False
110226.34,1601450.63,1601450.63,1601450.63,10681238.79,0,0.0,9079788.16,0.06882901608461318,0.06882901608461318,1,1,False,False,False,False
142577.44,1601450.63,1744028.07,174480.01,0.0,0,-142577.44000000018,-174480.01,0.08903012574909928,0.8171516201104062,1,1,False,False,False,False
6915.38,1744028.07,1750943.45,49685.0,0.0,0,-6915.379999999888,-49685.0,0.003965174731863844,0.1391816608300125,1,1,False,False,False,False
157108.01,1750943.45,1908051.46,1576572.37,971418.91,0,-157108.01,-605153.4600000001,0.08972758102063147,0.09965156902275979,1,1,False,False,False,False
223555.14,1908051.46,2131606.6,1462656.64,1254956.07,0,-223555.14000000013,-207700.56999999983,0.11716404275383499,0.15284174087382474,1,1,False,False,False,False
146331.12,2131606.6,2277937.72,1053791.45,55974.56,0,-146331.1200000001,-997816.8899999999,0.06864824463939798,0.13886142380314073,1,1,False,False,False,False
141131.23,2277937.72,2419068.96,1419464.36,971418.91,0,-141131.23999999976,-448045.45000000007,0.061955674558269065,0.09942562458868316,1,1,False,False,False,False
222711.47,2419068.96,2641780.43,16651492.34,19169204.93,0,-222711.4700000002,2517712.59,0.0920649148981206,0.01337486467144694,1,1,False,False,False,False
84980.31,2641780.43,2726760.74,165879.75,353532.56,0,-84980.31000000006,187652.81,0.03216780504055553,0.5122975993296389,1,1,False,False,False,False
628719.07,2726760.74,3355479.81,1484768.73,16518.36,0,-628719.0699999998,-1468250.3699999999,0.23057352638371695,0.42344550626042193,1,1,False,False,False,False
79285.8,3355479.81,3434765.61,4856516.62,22190.99,0,-79285.79999999981,-4834325.63,0.023628744877250543,0.016325648582739005,1,1,False,False,False,False
57809.81,3434765.61,3492575.42,59666.0,0.0,0,-57809.810000000056,-59666.0,0.016830782572443838,0.9688740845023212,1,1,False,False,False,False
75043.17,3492575.42,3567618.59,156547.0,0.0,0,-75043.16999999993,-156547.0,0.021486479027422397,0.47936204870071797,1,1,False,False,False,False
248196.92,3567618.59,3815815.51,318051.05,16997.22,0,-248196.91999999993,-301053.82999999996,0.06956933432468343,0.7803657294458565,1,1,False,False,False,False
18851.44,3815815.51,3834666.95,47330.55,1891.79,0,-18851.44000000041,-45438.76,0.004940342375110694,0.39828486495794024,1,1,False,False,False,False
403418.39,3834666.95,4238085.34,1801028.99,2107778.11,0,-403418.38999999966,306749.1199999999,0.10520295244859466,0.22399315516117532,1,1,False,False,False,False
235564.81,4238085.34,4473650.15,2676738.75,3940085.21,0,-235564.81000000052,1263346.46,0.05558282467647887,0.08800437547206448,1,1,False,False,False,False
32325.24,4473650.15,4505975.39,158866.76,265092.36,0,-32325.239999999292,106225.59999999998,0.007225695280241062,0.20347262402390517,1,1,False,False,False,False
345347.7,4505975.39,4851323.08,355417.92,0.0,0,-345347.6900000004,-355417.92,0.07664214592123063,0.9716638045042735,1,1,False,False,False,False
355500.25,4851323.08,5206823.33,1166753.44,0.0,0,-355500.25,-1166753.44,0.07327901499419102,0.3046915767468603,1,1,False,False,False,False
103005.78,5206823.33,5309829.12,114836.85,4894.45,0,-103005.79000000004,-109942.40000000001,0.019782841415738717,0.8969671584760599,1,1,False,False,False,False
108803.98,5309829.12,5418633.09,811253.19,0.0,0,-108803.96999999974,-811253.19,0.020491047272902206,0.1341182348777761,1,1,False,False,False,False
259753.27,5418633.09,5678386.36,260112.48,0.0,0,-259753.27000000048,-260112.48,0.04793703831734466,0.9986151813431583,1,1,False,False,False,False
234094.24,5678386.36,5912480.6,1278333.12,971418.91,0,-234094.2399999993,-306914.2100000001,0.04122547920013685,0.18312445575652786,1,1,False,False,False,False
273305.73,5912480.6,6185786.33,1237985.0,1412484.09,0,-273305.73000000045,174499.09000000008,0.046225214468320716,0.22076641415977238,1,1,False,False,False,False
186838.95,6185786.33,6372625.28,418838.5,46820.71,0,-186838.9500000002,-372017.79,0.030204554413609305,0.44608722434249876,1,1,False,False,False,False
193161.04,6372625.28,6565786.32,2441173.94,3940085.21,0,-193161.04000000004,1498911.27,0.030311057249068747,0.07912625876783742,1,1,False,False,False,False
152823.85,6565786.32,6718610.17,1202635.39,4619798.56,0,-152823.84999999963,3417163.17,0.023275784388337453,0.12707402775330956,1,1,False,False,False,False
91457.82,6718610.17,6810067.99,662260.23,2415.16,0,-91457.8200000003,-659845.07,0.013612607975942744,0.1380993116568216,1,1,False,False,False,False
277807.48,6810067.99,7087875.47,907460.33,55974.56,0,-277807.4799999995,-851485.77,0.040793636658885,0.30613698988143107,1,1,False,False,False,False
8679.13,7087875.47,7096554.61,94438.08,52415.15,0,-8679.140000000596,-42022.93,0.001224503564182461,0.09190189061562225,1,1,False,False,False,False
2099.59,7096554.61,7098654.2,40471.79,0.0,0,-2099.589999999851,-40471.79,0.0002958604308041208,0.05187658177259339,1,1,False,False,False,False
221693.08,7098654.2,7320347.28,629652.85,55974.56,0,-221693.08000000007,-573678.29,0.031230292746152816,0.3520872301503437,1,1,False,False,False,False
206097.65,7320347.28,7526444.93,1239101.5,1254956.07,0,-206097.64999999944,15854.570000000065,0.028154077117216066,0.16632816897714273,1,1,False,False,False,False
22384.21,7526444.93,7548829.13,42211.0,387263.02,0,-22384.200000000186,345052.02,0.002974074378290259,0.530280725859945,1,1,False,False,False,False
73210.99,7548829.13,7622040.12,79582.64,96.88,0,-73210.99000000022,-79485.76,0.009698322619428185,0.9199251253147004,1,1,False,False,False,False
236747.6,7622040.12,7858787.73,390963.21,0.0,0,-236747.61000000034,-390963.21,0.03106091875820266,0.6055480116709404,1,1,False,False,False,False
6284.18,7858787.73,7865071.9,328727.16,277515.05,0,-6284.1699999999255,-51212.109999999986,0.000799637223483421,0.019116646410821638,1,1,False,False,False,False
100198.77,7865071.9,7965270.68,336837.78,424250.45,0,-100198.77999999933,87412.66999999998,0.012739712813087847,0.29746803500475805,1,1,False,False,False,False
160347.32,7965270.68,8125617.99,724867.22,1517262.16,0,-160347.31000000052,792394.94,0.0201308036237629,0.22120892539612236,1,1,False,False,False,False
289272.75,8125617.99,8414890.75,413976.6,31469.78,0,-289272.7599999998,-382506.81999999995,0.035600087864813855,0.6987642568100303,1,1,False,False,False,False
63189.26,8414890.75,8478080.0,101925.0,0.0,0,-63189.25,-101925.0,0.007509218404384109,0.6199523183486059,1,1,False,False,False,False
196725.32,8478080.0,8674805.32,2248012.9,3940085.21,0,-196725.3200000003,1692072.31,0.023203991563656916,0.0875107222424203,1,1,False,False,False,False
5882.32,10252.0,4369.68,0.0,0.0,0,5882.32,0.0,0.5737169608894958,5882.32,1,1,False,False,True,False
625.92,30165.0,29539.08,1042.0,0.0,0,625.9199999999983,-1042.0,0.020749187827355298,0.6001150527325023,1,1,False,True,False,False
5937.72,21779.0,15841.28,0.0,0.0,0,5937.719999999999,0.0,0.27262258953168045,5937.72,1,1,False,False,True,False
9796.29,274658.0,264861.71,0.0,0.0,0,9796.289999999979,0.0,0.035667099931187406,9796.29,1,1,False,False,True,False
13449.95,11080.0,0.0,0.0,0.0,0,11080.0,0.0,1.2137848569623682,13449.95,1,1,False,False,True,False
4749.6,8038.0,3288.4,0.0,0.0,0,4749.6,0.0,0.590819753700709,4749.6,1,1,False,False,True,False
6460.86,31009.0,24548.14,0.0,0.0,0,6460.860000000001,0.0,0.2083476297968397,6460.86,1,1,False,False,True,False
3605.26,10120.0,6514.74,0.0,0.0,0,3605.26,0.0,0.35621578895366074,3605.26,1,1,False,False,True,False
624.61,52594.0,51969.39,0.0,0.0,0,624.6100000000006,0.0,0.011875843711379409,624.61,1,1,False,False,True,False
3854.92,9241.0,5386.08,0.0,0.0,0,3854.92,0.0,0.41710885089807404,3854.92,1,1,False,False,True,False
420532.33,5386.08,0.0,614566.02,0.0,0,5386.08,-614566.02,78.06313067561648,0.684274157763949,1,1,False,False,False,True
4402.86,4469.0,66.14,0.0,0.0,0,4402.86,0.0,0.984979865771812,4402.86,1,1,False,False,True,False
147804.02,66.14,0.0,158919.0,23508.22,0,66.14,-135410.78,2201.4301459636577,0.9300529826327711,1,1,True,False,False,False
151.2,1904.0,1752.8,0.0,0.0,0,151.20000000000005,0.0,0.07937007874015747,151.2,1,1,False,False,True,False
58.21,14506.0,14447.79,0.0,0.0,0,58.20999999999913,0.0,0.004012545667608741,58.21,1,1,False,False,True,False
5936.82,741.0,0.0,0.0,0.0,0,741.0,0.0,8.0011051212938,5936.82,1,1,False,False,True,False
145944.67,24376.0,0.0,222.0,46393.85,0,24376.0,46171.85,5.986982401443985,654.460403587444,1,1,True,False,False,False
7206.33,24932.0,17725.67,21308.0,18161.79,0,7206.330000000002,-3146.209999999999,0.28902779448923116,0.3381824581162889,1,1,False,False,False,True
5581.55,530.0,0.0,55058.57,0.0,0,530.0,-55058.57,10.511393596986817,0.1013729311725464,1,1,False,True,False,False
5853.21,5039.0,0.0,20018.0,4891090.56,0,5039.0,4871072.56,1.1613511904761904,0.2923827364004196,1,1,False,True,False,False
2528.1,5037.0,2508.9,0.0,0.0,0,2528.1,0.0,0.5018062723302897,2528.1,1,1,False,False,True,False
5655.17,9522.0,3866.83,0.0,0.0,0,5655.17,0.0,0.5938433266827681,5655.17,1,1,False,False,True,False
1456.09,101018.0,99561.91,0.0,0.0,0,1456.0899999999965,0.0,0.01441402112473891,1456.09,1,1,False,False,True,False
4252.82,5545.0,1292.18,0.0,0.0,0,4252.82,0.0,0.7668265416516408,4252.82,1,1,False,False,True,False
276460.62,595.0,0.0,1105242.28,2107965.39,0,595.0,1002723.1100000001,463.8601006711409,0.2501355357709119,1,1,False,False,False,True
8811.67,30848.0,22036.33,0.0,0.0,0,8811.669999999998,0.0,0.2856387565237123,8811.67,1,1,False,False,True,False
12666.68,891.0,0.0,0.0,0.0,0,891.0,0.0,14.200313901345291,12666.68,1,1,False,False,True,False
95636.49,0.0,0.0,359141.7,1363368.51,0,0.0,1004226.81,95636.49,0.26629105923634255,1,1,True,False,False,False
195314.34,0.0,0.0,491226.48,1186556.81,0,0.0,695330.3300000001,195314.34,0.39760466983646764,1,1,True,False,False,False
6049.09,1.0,0.0,0.0,0.0,0,1.0,0.0,3024.545,6049.09,1,1,False,False,True,False
14306.8,0.0,0.0,0.0,0.0,0,0.0,0.0,14306.8,14306.8,1,1,False,False,True,False
1117.34,35611.0,34493.66,0.0,0.0,0,1117.3399999999965,0.0,0.03137537908570145,1117.34,1,1,False,False,True,False
3179.7,124703.85,121524.14,20767.0,0.0,0,3179.7100000000064,-20767.0,0.02549780541815334,0.15310573959938367,1,1,False,True,False,False
2880.68,121524.14,118643.46,0.0,0.0,0,2880.679999999993,0.0,0.02370439565015107,2880.68,1,1,False,False,True,False
3060.54,118643.46,115582.92,0.0,0.0,0,3060.540000000008,0.0,0.02579589472614229,3060.54,1,1,False,False,True,False
879.42,115582.92,114703.5,0.0,0.0,0,879.4199999999983,0.0,0.007608497791042214,879.42,1,1,False,False,True,False
3486.78,114703.5,111216.72,0.0,0.0,0,3486.779999999999,0.0,0.0303979355648645,3486.78,1,1,False,False,True,False
21530.96,111216.72,89685.77,0.0,0.0,0,21530.949999999997,0.0,0.1935928914924708,21530.96,1,1,False,False,True,False
2426.31,89685.77,87259.46,0.0,0.0,0,2426.3099999999977,0.0,0.02705315399361578,2426.31,1,1,False,False,True,False
5110.1,87259.46,82149.35,0.0,0.0,0,5110.110000000001,0.0,0.05856146071198799,5110.1,1,1,False,False,True,False
207.75,82149.35,81941.6,0.0,0.0,0,207.75,0.0,0.0025288997551440743,207.75,1,1,False,False,True,False
18437.04,81941.6,63504.55,0.0,0.0,0,18437.050000000003,0.0,0.22499945083509676,18437.04,1,1,False,False,True,False
8690.69,63504.55,54813.86,0.0,0.0,0,8690.690000000002,0.0,0.13684929899827653,8690.69,1,1,False,False,True,False
4946.03,54813.86,49867.83,0.0,0.0,0,4946.029999999999,0.0,0.09023155399831359,4946.03,1,1,False,False,True,False
5432.09,49867.83,44435.75,0.0,0.0,0,5432.080000000002,0.0,0.10892756056237934,5432.09,1,1,False,False,True,False
7649.41,44435.75,36786.34,0.0,0.0,0,7649.4100000000035,0.0,0.1721415270018622,7649.41,1,1,False,False,True,False
3943.17,36786.34,32843.16,0.0,0.0,0,3943.179999999993,0.0,0.1071882337782509,3943.17,1,1,False,False,True,False
3101.33,32843.16,29741.84,0.0,0.0,0,3101.3200000000033,0.0,0.09442561478204953,3101.33,1,1,False,False,True,False
51719.13,882.0,0.0,59670.0,15375.37,0,882.0,-44294.63,58.57206115515289,0.8667381139917212,1,1,False,False,False,True
13465.91,0.0,0.0,0.0,0.0,0,0.0,0.0,13465.91,13465.91,1,1,False,False,True,False
19561.05,0.0,0.0,0.0,0.0,0,0.0,0.0,19561.05,19561.05,1,1,False,False,True,False
9762.28,129.0,0.0,0.0,0.0,0,129.0,0.0,75.09446153846154,9762.28,1,1,False,False,True,False
9778.81,18824.0,9045.19,0.0,0.0,0,9778.81,0.0,0.5194586985391766,9778.81,1,1,False,False,True,False
562903.81,9045.19,0.0,564519.9,1517262.16,0,9045.19,952742.2599999999,62.225512619124736,0.9971354647808435,1,1,True,False,False,False
5055.94,30295.0,25239.06,0.0,0.0,0,5055.939999999999,0.0,0.1668847372590441,5055.94,1,1,False,False,True,False
2858.89,21820.0,18961.11,0.0,0.0,0,2858.8899999999994,0.0,0.1310155354933321,2858.89,1,1,False,False,True,False
8531.42,18961.11,10429.69,0.0,0.0,0,8531.42,0.0,0.44991933914527443,8531.42,1,1,False,False,True,False
84.22,25828.0,25743.78,0.0,0.0,0,84.22000000000116,0.0,0.0032606759843586664,84.22,1,1,False,False,True,False
227478.01,25743.78,0.0,16428780.87,19169204.93,0,25743.78,2740424.0600000005,8.835888673354367,0.013846310201207877,1,1,True,False,False,False
5033.02,23946.7,18913.68,0.0,0.0,0,5033.02,0.0,0.21016715592729157,5033.02,1,1,False,False,True,False
100588.8,18913.68,0.0,105223.0,0.0,0,18913.68,-105223.0,5.318028113613342,0.955949213107276,1,1,False,False,False,True
9374.72,21064.0,11689.28,0.0,0.0,0,9374.72,0.0,0.44503774032755755,9374.72,1,1,False,False,True,False
598.24,102631.0,102032.76,0.0,0.0,0,598.2400000000052,0.0,0.005828981214436043,598.24,1,1,False,False,True,False
4531.55,20125.0,15593.45,0.0,0.0,0,4531.549999999999,0.0,0.22515899831064295,4531.55,1,1,False,False,True,False
2998.2,15593.45,12595.25,0.0,0.0,0,2998.2000000000007,0.0,0.19226070813654855,2998.2,1,1,False,False,True,False
9269.99,12595.25,3325.26,0.0,0.0,0,9269.99,0.0,0.735932519599087,9269.99,1,1,False,False,True,False
1209.64,3325.26,2115.61,0.0,0.0,0,1209.65,0.0,0.36366369435943074,1209.64,1,1,False,False,True,False
1298.7,2115.61,816.91,0.0,0.0,0,1298.7000000000003,0.0,0.6135754815483249,1298.7,1,1,False,False,True,False
7797.0,816.91,0.0,0.0,0.0,0,816.91,0.0,9.532833685857858,7797.0,1,1,False,False,True,False
5831.03,0.0,0.0,0.0,0.0,0,0.0,0.0,5831.03,5831.03,1,1,False,False,True,False
7067.9,0.0,0.0,0.0,0.0,0,0.0,0.0,7067.9,7067.9,1,1,False,False,True,False
14895.51,0.0,0.0,0.0,0.0,0,0.0,0.0,14895.51,14895.51,1,1,False,False,True,False
3316.21,0.0,0.0,0.0,0.0,0,0.0,0.0,3316.21,3316.21,1,1,False,False,True,False
22276.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22276.0,22276.0,1,1,False,False,True,False
16505.51,0.0,0.0,0.0,0.0,0,0.0,0.0,16505.51,16505.51,1,1,False,False,True,False
636.95,0.0,0.0,0.0,0.0,0,0.0,0.0,636.95,636.95,1,1,False,False,True,False
2056.59,0.0,0.0,0.0,0.0,0,0.0,0.0,2056.59,2056.59,1,1,False,False,True,False
704.74,0.0,0.0,0.0,0.0,0,0.0,0.0,704.74,704.74,1,1,False,False,True,False
3222.32,0.0,0.0,0.0,0.0,0,0.0,0.0,3222.32,3222.32,1,1,False,False,True,False
11889.61,0.0,0.0,0.0,0.0,0,0.0,0.0,11889.61,11889.61,1,1,False,False,True,False
9491.89,0.0,0.0,0.0,0.0,0,0.0,0.0,9491.89,9491.89,1,1,False,False,True,False
6131.21,0.0,0.0,0.0,0.0,0,0.0,0.0,6131.21,6131.21,1,1,False,False,True,False
11938.61,0.0,0.0,0.0,0.0,0,0.0,0.0,11938.61,11938.61,1,1,False,False,True,False
4233.45,0.0,0.0,0.0,0.0,0,0.0,0.0,4233.45,4233.45,1,1,False,False,True,False
32643.79,0.0,0.0,0.0,0.0,0,0.0,0.0,32643.79,32643.79,1,1,False,False,True,False
622.15,14112.8,13490.65,0.0,0.0,0,622.1499999999996,0.0,0.044080970397766726,622.15,1,1,False,False,True,False
4573.12,13490.65,8917.54,0.0,0.0,0,4573.109999999999,0.0,0.3389592822227081,4573.12,1,1,False,False,True,False
6057.8,6996.1,938.3,0.0,0.0,0,6057.8,0.0,0.8657586714496005,6057.8,1,1,False,False,True,False
5770.32,938.3,0.0,0.0,0.0,0,938.3,0.0,6.143213030980517,5770.32,1,1,False,False,True,False
9152.97,0.0,0.0,0.0,0.0,0,0.0,0.0,9152.97,9152.97,1,1,False,False,True,False
12154.7,39699.0,27544.3,2051287.58,3940085.21,0,12154.7,1888797.63,0.30616372795969776,0.005925397390941454,1,1,False,True,False,False
8378.01,80899.44,72521.43,0.0,0.0,0,8378.01000000001,0.0,0.10355951092478607,8378.01,1,1,False,False,True,False
9616.45,72521.43,62904.98,0.0,0.0,0,9616.44999999999,0.0,0.13259966606193424,9616.45,1,1,False,False,True,False
2231.28,12998.0,10766.72,0.0,0.0,0,2231.2800000000007,0.0,0.171650126932841,2231.28,1,1,False,False,True,False
4932.54,136555.0,131622.46,0.0,0.0,0,4932.540000000008,0.0,0.036121005301854185,4932.54,1,1,False,False,True,False
65413.89,131622.46,197036.35,144605.0,0.0,0,-65413.890000000014,-144605.0,0.49697743852045834,0.45235944566615494,1,1,False,False,False,False
98560.08,197036.35,295596.43,167719.89,63112.23,0,-98560.07999999999,-104607.66,0.5002101378241232,0.5876434354718723,1,1,False,False,False,False
15054.61,295596.43,310651.04,33340.0,185389.8,0,-15054.609999999986,152049.8,0.05092943467066003,0.4515344470771723,1,1,False,False,False,False
161632.16,310651.04,472283.2,1044238.89,971418.91,0,-161632.16000000003,-72819.97999999998,0.5202996896463323,0.15478451029102136,1,1,False,False,False,False
47529.19,472283.2,519812.39,856049.65,16518.36,0,-47529.19,-839531.29,0.10063684112235811,0.05552146943641711,1,1,False,False,False,False
9577.45,519812.39,529389.85,32204.0,22774.25,0,-9577.459999999963,-9429.75,0.018424785094512477,0.2973901568079491,1,1,False,False,False,False
414238.59,529389.85,943628.44,808520.46,16518.36,0,-414238.58999999997,-792002.1,0.7824815823696236,0.5123408721890944,1,1,False,False,False,False
89327.65,943628.44,1032956.09,2063442.28,3940085.21,0,-89327.65000000002,1876642.93,0.09466390747622287,0.04329057690405718,1,1,False,False,False,False
194900.16,1032956.09,1227856.25,8633995.76,12494367.15,0,-194900.16000000003,3860371.3900000006,0.1886817583100185,0.022573573446650216,1,1,False,False,False,False
24470.43,1227856.25,1252326.68,1381702.9,2107965.39,0,-24470.429999999935,726262.4900000002,0.019929376969513354,0.017710328529868088,1,1,False,False,False,False
217668.38,1252326.68,1469995.06,347373.26,49864.36,0,-217668.38000000012,-297508.9,0.17381104280949855,0.6266105611855064,1,1,False,False,False,False
9067.51,1469995.06,1479062.57,306723.02,23508.22,0,-9067.51000000001,-283214.80000000005,0.006168390682625367,0.029562438572629558,1,1,False,False,False,False
336827.91,1479062.57,1815890.48,401493.73,51513.44,0,-336827.9099999999,-349980.29,0.22773051600479888,0.8389348223823511,1,1,False,False,False,False
45317.95,1815890.48,1861208.43,99578.86,0.0,0,-45317.94999999995,-99578.86,0.02495630961383221,0.45509152151850785,1,1,False,False,False,False
230021.01,1861208.43,2091229.45,4777230.82,22190.99,0,-230021.02000000002,-4755039.83,0.12358684965399086,0.0481494343726447,1,1,False,False,False,False
154578.28,2091229.45,2245807.73,1033003.86,1254956.07,0,-154578.28000000003,221952.21000000008,0.0739173819891538,0.14963945087344507,1,1,False,False,False,False
314134.01,2245807.73,2559941.74,570802.41,2415.16,0,-314134.01000000024,-568387.25,0.13987567409625307,0.5503366036303111,1,1,False,False,False,False
206405.92,2559941.74,2766347.65,1221423.7,3461666.05,0,-206405.90999999968,2240242.3499999996,0.08062911594655434,0.16898783854624852,1,1,False,False,False,False
158995.29,2766347.65,2925342.94,8674805.32,10681238.79,0,-158995.29000000004,2006433.4699999988,0.057474783592444144,0.018328396523785446,1,1,False,False,False,False
188238.54,2925342.94,3113581.47,702449.21,0.0,0,-188238.53000000026,-702449.21,0.06434749002539511,0.26797420987318094,1,1,False,False,False,False
21255.8,3113581.47,3134837.27,52109.0,0.0,0,-21255.799999999814,-52109.0,0.0068267984563774855,0.4079025139128766,1,1,False,False,False,False
205955.77,3134837.27,3340793.04,465695.91,97263.78,0,-205955.77000000002,-368432.13,0.06569900972913667,0.442252816322101,1,1,False,False,False,False
178370.36,3340793.04,3519163.4,16656258.88,19169204.93,0,-178370.35999999987,2512946.049999999,0.05339160626615581,0.010708908319458808,1,1,False,False,False,False
42547.96,3519163.4,3561711.36,59693.0,9672.67,0,-42547.95999999996,-50020.33,0.012090358722655866,0.7127677823566857,1,1,False,False,False,False
15152.15,3561711.36,3576863.51,8439095.6,12494367.15,0,-15152.149999999907,4055271.5500000007,0.004254175651623928,0.001795470619449954,1,1,False,False,False,False
39249.67,3576863.51,3616113.18,64966.23,0.0,0,-39249.67000000039,-64966.23,0.010973205691819733,0.6041456592808404,1,1,False,False,False,False
101669.17,3616113.18,3717782.35,533625.81,2025098.66,0,-101669.16999999993,1491472.8499999999,0.028115586217468385,0.19052485387681325,1,1,False,False,False,False
81694.11,3717782.35,3799476.47,686540.82,1186556.81,0,-81694.12000000011,500015.9900000001,0.021973875911838702,0.11899363974651975,1,1,False,False,False,False
10266.7,3799476.47,3809743.17,104323.0,69756.86,0,-10266.69999999972,-34566.14,0.002702134722751758,0.09841167900003835,1,1,False,False,False,False
35502.25,3809743.17,3845245.42,41159.0,0.0,0,-35502.25,-41159.0,0.009318801582417015,0.8625425170068027,1,1,False,False,False,False
183250.0,3845245.42,4028495.42,231999.55,46820.71,0,-183250.0,-185178.84,0.0476562435756718,0.7898688171213387,1,1,False,False,False,False
219220.21,4028495.42,4247715.63,1974114.63,3940085.21,0,-219220.20999999996,1965970.58,0.054417377389651495,0.11104729969642153,1,1,False,False,False,False
254895.5,4247715.63,4502611.13,256668.41,2415.16,0,-254895.5,-254253.25,0.060007651687443195,0.9930887362074039,1,1,False,False,False,False
143148.97,4502611.13,4645760.1,4547209.8,22190.99,0,-143148.96999999974,-4525018.81,0.031792427565818335,0.03148061004781217,1,1,False,False,False,False
132457.52,4645760.1,4778217.62,8423943.45,12494367.15,0,-132457.52000000048,4070423.700000001,0.0285114789910312,0.01572393084809575,1,1,False,False,False,False
148834.28,4778217.62,4927051.9,514210.68,0.0,0,-148834.28000000026,-514210.68,0.031148486881079542,0.28944165562322505,1,1,False,False,False,False
106727.81,4927051.9,5033779.71,2730834.27,5515763.34,0,-106727.80999999959,2784929.07,0.02166159206449762,0.03908247823384821,1,1,False,False,False,False
223123.71,5033779.71,5256903.42,394281.87,16518.36,0,-223123.70999999996,-377763.51,0.04432527415362915,0.5658975496450048,1,1,False,False,False,False
194311.34,5256903.42,5451214.77,1127423.71,1517262.16,0,-194311.34999999963,389838.44999999995,0.03696307265179457,0.17234972612938385,1,1,False,False,False,False
338964.91,5451214.77,5790179.68,365376.39,0.0,0,-338964.91000000015,-365376.39,0.06218152505821651,0.9277117831511139,1,1,False,False,False,False
247575.4,5790179.68,6037755.07,8291485.93,12494367.15,0,-247575.3900000006,4202881.220000001,0.042757802162401604,0.029858986945300533,1,1,False,False,False,False
29467.02,6037755.07,6067222.09,322442.98,277515.05,0,-29467.019999999553,-44927.92999999999,0.004880458842385794,0.09138647897845698,1,1,False,False,False,False
90340.16,6067222.09,6157562.25,16477888.52,19169204.93,0,-90340.16000000015,2691316.41,0.014889869493821432,0.005482507932241556,1,1,False,False,False,False
198847.32,6157562.25,6356409.58,964679.26,1412484.09,0,-198847.33000000007,447804.8300000001,0.03229318350891483,0.20612769665256755,1,1,False,False,False,False
